index,sentences,sentences_labels,Subject,Object,relations,labels,filename,relations_id,cleaned_text,Combinations
538.0,"An Taoiseach, Micheál Martin, An Tánaiste, Leo Varadkar, Minister for Finance, Paschal Donohoe, Minister for Further and Higher Education Research, Innovation and Science, Simon Harris and the Minister for Trade Promotion, Robert Troy will be hosting meetings with [E1]IDA [/E1]clients in the US, Europe, UK and [E2]Asia[/E2].","An Taoiseach, Micheál Martin, An Tánaiste, Leo Varadkar, Minister for Finance, Paschal Donohoe, Minister for Further and Higher Education Research, Innovation and Science, Simon Harris and the Minister for Trade Promotion, Robert Troy will be hosting meetings with [ORG]IDA [/ORG]clients in the US, Europe, UK and [GPE]Asia[/GPE].",IDA ,Asia,noRelation,"['ORG', 'GPE']",article_59_Taoiseach_and_Tanaiste.txt,3.0,"An Taoiseach, Micheál Martin, An Tánaiste, Leo Varadkar, Minister for Finance, Paschal Donohoe, Minister for Further and Higher Education Research, Innovation and Science, Simon Harris and the Minister for Trade Promotion, Robert Troy will be hosting meetings with [E1]IDA [/E1]clients in the US, Europe, UK and [E2]Asia[/E2].","Mega [E1]data center[/E1] projects in [E2]China[/E2] & Hong Kong are designed to be of Tier III and Tier IV standards, with the increased deployment of 2N redundant UPS systems."
539.0,"According to the [E1]National Retail Federation[/E1], approximately 53 percent of [E2]U.S.[/E2] shoppers intend to celebrate the holiday, and the NRF expects the average shopper to spend around $175 per Valentine’s Day gift.","According to the [ORG]National Retail Federation[/ORG], approximately 53 percent of [GPE]U.S.[/GPE] shoppers intend to celebrate the holiday, and the NRF expects the average shopper to spend around $175 per Valentine’s Day gift.",National Retail Federation,U.S.,locatedAt,"['ORG', 'GPE']",article_74_The_23_best_Valentine_s_Day_gifts.txt,1.0,"According to the [E1]National Retail Federation[/E1], approximately 53 percent of [E2]U S [/E2] shoppers intend to celebrate the holiday, and the NRF expects the average shopper to spend around $175 per Valentine’s Day gift.","Mega [E2]China[/E2] located [E1]data center[/E1] & Hong Kong are designed to be of Tier III and Tier IV standards, with the increased deployment of 2N redundant UPS systems."
540.0,"According to the National Retail Federation, approximately 53 percent of [E2]U.S.[/E2] shoppers intend to celebrate the holiday, and the [E1]NRF[/E1] expects the average shopper to spend around $175 per Valentine’s Day gift.","According to the National Retail Federation, approximately 53 percent of [GPE]U.S.[/GPE] shoppers intend to celebrate the holiday, and th[ORG]e N[/ORG]RF expects the average shopper to spend around $175 per Valentine’s Day gift.",NRF,U.S.,locatedAt,"['ORG', 'GPE']",article_74_The_23_best_Valentine_s_Day_gifts.txt,1.0,"According to the National Retail Federation, approximately 53 percent of [E2]U S [/E2] shoppers intend to celebrate the holiday, and the [E1]NRF[/E1] expects the average shopper to spend around $175 per Valentine’s Day gift.","Mega [E1]data center[/E1] projects in China & [E2]Hong Kong[/E2] are designed to be of Tier III and Tier IV standards, with the increased deployment of 2N redundant UPS systems."
541.0,"[E2]Select[/E2] editor [E1]Morgan Greenwald[/E1] was given the Hypervolt 2 to test out, and she said the pressure of her $60 massage gun can hardly compare.","[ORG]Select[/ORG] edito[PERSON]r Morgan Greenwa[/PERSON]ld was given the Hypervolt 2 to test out, and she said the pressure of her $60 massage gun can hardly compare.",Morgan Greenwald,Select,employedBy,"['PERSON', 'ORG']",article_74_The_23_best_Valentine_s_Day_gifts.txt,2.0,"[E2]Select[/E2] editor [E1]Morgan Greenwald[/E1] was given the Hypervolt 2 to test out, and she said the pressure of her $60 massage gun can hardly compare.","Mega [E2]Hong Kong[/E2] located [E1]data center[/E1] are designed to be of Tier III and Tier IV standards, with the increased deployment of 2N redundant UPS systems."
543.0,"This game about the bird life cycle isn’t just a board game — it’s also gorgeous, with [E1]Lincoln Damerst[/E1], the director of media at [E2]BoardGameGeek[/E2], calling out its “fantastic art and production value” in our guide to board games for adults.","This game about the bird life cycle isn’t just a board game — it’s also gorgeous, with [PERSON]Lincoln Damerst[/PERSON], the director of media at [ORG]BoardGameGeek[/ORG], calling out its “fantastic art and production value” in our guide to board games for adults.",Lincoln Damerst,BoardGameGeek,managerOf,"['PERSON', 'ORG']",article_74_The_23_best_Valentine_s_Day_gifts.txt,0.0,"This game about the bird life cycle isn’t just a board game — it’s also gorgeous, with [E1]Lincoln Damerst[/E1], the director of media at [E2]BoardGameGeek[/E2], calling out its “fantastic art and production value” in our guide to board games for adults.","It will also experience a rise in the number of edge information [E1]centers[/E1], along with [E2]China[/E2]."
544.0,"In our guide to turntables, [E1]Thomas Rasmussen[/E1], the owner of [E2]Rasmussen Turntable Repair[/E2], said that this manual, entry-level turntable with a built-in preamp is beginner-friendly.","In our guide to turntables, [PERSON]Thomas Rasmussen[/PERSON], the owner of [ORG]Rasmussen Turntable Repair[/ORG], said that this manual, entry-level turntable with a built-in preamp is beginner-friendly.",Thomas Rasmussen,Rasmussen Turntable Repair,managerOf,"['PERSON', 'ORG']",article_74_The_23_best_Valentine_s_Day_gifts.txt,0.0,"In our guide to turntables, [E1]Thomas Rasmussen[/E1], the owner of [E2]Rasmussen Turntable Repair[/E2], said that this manual, entry-level turntable with a built-in preamp is beginner-friendly.",It will also experience a rise in the number of edge information [E2]China[/E2]  [E1]centers[/E1].
545.0,"Let’s be clear: Although it involves shipping wine to drink, [E1]Martha Stewart[/E1]’s [E2]Wine Co. Wine Club[/E2] is explicitly NOT a wine-a-week club.","Let’s be clear: Although it involves shipping wine to drink, [PERSON]Martha Stewart[/PERSON]’s [ORG]Wine Co. Wine Club[/ORG] is explicitly NOT a wine-a-week club.",Martha Stewart,Wine Co. Wine Club,managerOf,"['PERSON', 'ORG']",article_74_The_23_best_Valentine_s_Day_gifts.txt,0.0,"Let’s be clear: Although it involves shipping wine to drink, [E1]Martha Stewart[/E1]’s [E2]Wine Co  Wine Club[/E2] is explicitly NOT a wine-a-week club.","In recent months, prominent billionaires like hedge fund manager Leon Cooperman and former[E1] Microsoft[/E1] CEO [E2]Bill Gates[/E2] have denounced wealth tax proposals."
546.0,"At that point, the city of [E2]Aurora[/E2] will owe [E1]Fox Valley Developers[/E1] $4.5 million as agreed upon in the redevelopment agreement.","At that point, the city of [GPE]Aurora[/GPE] will ow[ORG]e Fox Valley Develope[/ORG]rs $4.5 million as agreed upon in the redevelopment agreement.",Fox Valley Developers,Aurora,noRelation,"['ORG', 'GPE']",article_77_Aurora_City_Council_backs_bond_sale.txt,3.0,"At that point, the city of [E2]Aurora[/E2] will owe [E1]Fox Valley Developers[/E1] $4.5 million as agreed upon in the redevelopment agreement.","In recent months, prominent billionaires like hedge fund manager Leon Cooperman and former[E2]Bill Gates[/E2] manager [E1] Microsoft[/E1] have denounced wealth tax proposals."
547.0,"So, the $8 million would cover the first $3 million for the clean-up phase, and $4.5 million payable when the East [E2]Aurora[/E2] [E1]School District[/E1] building is finished.","So, the $8 million would cover the first $3 million for the clean-up phase, and $4.5 million payable when the East [GPE]Aurora[/GPE[ORG]] School Distri[/ORG]ct building is finished.",School District,Aurora,locatedAt,"['ORG', 'GPE']",article_77_Aurora_City_Council_backs_bond_sale.txt,1.0,"So, the $8 million would cover the first $3 million for the clean-up phase, and $4.5 million payable when the East [E2]Aurora[/E2] [E1]School District[/E1] building is finished.","In recent months, prominent billionaires like hedge fund manager Leon Cooperman and formermanagerOf [E2]Bill Gates[/E2][E1] Microsoft[/E1] have denounced wealth tax proposals."
548.0,[E1]Lyons[/E1] reported at this week’s [E2]City Council[/E2] meeting that the developers have provided documentation that they have put money in escrow they were supposed to.,[PERSON]Lyons[/PERSON] reported at this week’s [ORG]City Council[/ORG] meeting that the developers have provided documentation that they have put money in escrow they were supposed to.,Lyons,City Council,managerOf,"['PERSON', 'ORG']",article_77_Aurora_City_Council_backs_bond_sale.txt,0.0,[E1]Lyons[/E1] reported at this week’s [E2]City Council[/E2] meeting that the developers have provided documentation that they have put money in escrow they were supposed to.,[E1]Fanatics[/E1] Executive Chairman[E2] Michael Rubin[/E2] appears on Influencers with Andy Serwer.
549.0,[E1]Antoine Andrews[/E1] is based in the [E2]San Francisco Bay area[/E2].,[PERSON]Antoine Andrews[/PERSON] is based in the [GPE]San Francisco Bay area[/GPE].,Antoine Andrews,San Francisco Bay area,locatedAt,"['PERSON', 'GPE']",article_116_SurveyMonkey_Hires_First_Chief_Diversity_Officer.txt,1.0,[E1]Antoine Andrews[/E1] is based in the [E2]San Francisco Bay area[/E2].,[E2] Michael Rubin[/E2] manager [E1]Fanatics[/E1] appears on Influencers with Andy Serwer.
550.0,"Before this, [E1]Antoine Andrews[/E1] held senior DE&I leadership roles at [E2]Gap Inc[/E2], software company Symantec, Nike, and pharma firm Bristol Myers Squibb.","Before this, [PERSON]Antoine Andrews[/PERSON] held senior DE&I leadership roles at [ORG]Gap Inc[/ORG], software company Symantec, Nike, and pharma firm Bristol Myers Squibb.",Antoine Andrews,Gap Inc,managerOf,"['PERSON', 'ORG']",article_116_SurveyMonkey_Hires_First_Chief_Diversity_Officer.txt,0.0,"Before this, [E1]Antoine Andrews[/E1] held senior DE&I leadership roles at [E2]Gap Inc[/E2], software company Symantec, Nike, and pharma firm Bristol Myers Squibb.",managerOf [E2] Michael Rubin[/E2][E1]Fanatics[/E1] appears on Influencers with Andy Serwer.
551.0,"Before this, [E1]Antoine Andrews[/E1] held senior DE&I leadership roles at Gap Inc, software company [E2]Symantec[/E2], Nike, and pharma firm Bristol Myers Squibb.","Before this, [PERSON]Antoine Andrews[/PERSON] held senior DE&I leadership roles at Gap Inc, software company [ORG]Symantec[/ORG], Nike, and pharma firm Bristol Myers Squibb.",Antoine Andrews,Symantec,managerOf,"['PERSON', 'ORG']",article_116_SurveyMonkey_Hires_First_Chief_Diversity_Officer.txt,0.0,"Before this, [E1]Antoine Andrews[/E1] held senior DE&I leadership roles at Gap Inc, software company [E2]Symantec[/E2], Nike, and pharma firm Bristol Myers Squibb.","According to the report by entrepreneurial network [E1]Tech Nation[/E1], which looks at the state of the [E2]UK[/E2] tech sector each year, startups’ and scaleups’ collective value has increased by 120% since 2017, and they are now worth $585bn."
552.0,"Before this, [E1]Antoine Andrews[/E1] held senior DE&I leadership roles at Gap Inc, software company Symantec, [E2]Nike[/E2], and pharma firm Bristol Myers Squibb.","Before this, [PERSON]Antoine Andrews[/PERSON] held senior DE&I leadership roles at Gap Inc, software company Symantec, [ORG]Nike[/ORG], and pharma firm Bristol Myers Squibb.",Antoine Andrews,Nike,managerOf,"['PERSON', 'ORG']",article_116_SurveyMonkey_Hires_First_Chief_Diversity_Officer.txt,0.0,"Before this, [E1]Antoine Andrews[/E1] held senior DE&I leadership roles at Gap Inc, software company Symantec, [E2]Nike[/E2], and pharma firm Bristol Myers Squibb.","According to the report by entrepreneurial network [E2]UK[/E2]  [E1]Tech Nation[/E1] tech sector each year, startups’ and scaleups’ collective value has increased by 120% since 2017, and they are now worth $585bn."
553.0,"Before this, [E1]Antoine Andrews[/E1] held senior DE&I leadership roles at Gap Inc, software company Symantec, Nike, and pharma firm [E2]Bristol Myers Squibb[/E2].","Before this, [PERSON]Antoine Andrews[/PERSON] held senior DE&I leadership roles at Gap Inc, software company Symantec, Nike, and pharma firm [ORG]Bristol Myers Squibb[/ORG].",Antoine Andrews,Bristol Myers Squibb,managerOf,"['PERSON', 'ORG']",article_116_SurveyMonkey_Hires_First_Chief_Diversity_Officer.txt,0.0,"Before this, [E1]Antoine Andrews[/E1] held senior DE&I leadership roles at Gap Inc, software company Symantec, Nike, and pharma firm [E2]Bristol Myers Squibb[/E2].","Only e-commerce business [E1]Gymshark[/E1] and semiconductor manufacturer Graphcore are located outside the capital, in [E2]Solihull[/E2] and Bristol, respectively."
554.0,"Commenting on the appointment, CEO of [E2]SurveyMonkey[/E2] Zander Lurie said: [E1]Antoine Andrews[/E1] brings the expertise and experience we need to make good on our commitment to foster a more diverse and inclusive workplace and have a positive impact on the communities where we live and work.","Commenting on the appointment, CEO of [ORG]SurveyMonkey[/ORG] Zander Lurie said[PERSON]: Antoine Andre[/PERSON]ws brings the expertise and experience we need to make good on our commitment to foster a more diverse and inclusive workplace and have a positive impact on the communities where we live and work.",Antoine Andrews,SurveyMonkey,managerOf,"['PERSON', 'ORG']",article_116_SurveyMonkey_Hires_First_Chief_Diversity_Officer.txt,0.0,"Commenting on the appointment, CEO of [E2]SurveyMonkey[/E2] Zander Lurie said: [E1]Antoine Andrews[/E1] brings the expertise and experience we need to make good on our commitment to foster a more diverse and inclusive workplace and have a positive impact on the communities where we live and work.","Only e-commerce business [E2]Solihull[/E2] located [E1]Gymshark[/E1] and Bristol, respectively."
555.0,"It's all linked to an investigation launched over six months ago into a wider property empire assembled by [E1]Smethurst[/E1], known by various names over the years including [E2]Dolphin Trust[/E2] and, more recently, German Property Group (GPG).","It's all linked to an investigation launched over six months ago into a wider property empire assembled by [PERSON]Smethurst[/PERSON], known by various names over the years including [ORG]Dolphin Trust[/ORG] and, more recently, German Property Group (GPG).",Smethurst,Dolphin Trust,noRelation,"['PERSON', 'ORG']",article_56_Charles_Smethurst’s_GPG.txt,3.0,"It's all linked to an investigation launched over six months ago into a wider property empire assembled by [E1]Smethurst[/E1], known by various names over the years including [E2]Dolphin Trust[/E2] and, more recently, German Property Group (GPG).","Only e-commerce business Gymshark and semiconductor manufacturer [E1]Graphcore[/E1] are located outside the capital, in Solihull and [E2]Bristol[/E2], respectively."
556.0,"It's all linked to an investigation launched over six months ago into a wider property empire assembled by [E1]Smethurst[/E1], known by various names over the years including Dolphin Trust and, more recently, [E2]German Property Group[/E2] (GPG).","It's all linked to an investigation launched over six months ago into a wider property empire assembled by [PERSON]Smethurst[/PERSON], known by various names over the years including Dolphin Trust and, more recently, [ORG]German Property Group[/ORG] (GPG).",Smethurst,German Property Group,noRelation,"['PERSON', 'ORG']",article_56_Charles_Smethurst’s_GPG.txt,3.0,"It's all linked to an investigation launched over six months ago into a wider property empire assembled by [E1]Smethurst[/E1], known by various names over the years including Dolphin Trust and, more recently, [E2]German Property Group[/E2] (GPG).","Only e-commerce business Gymshark and semiconductor manufacturer [E2]Bristol[/E2] located [E1]Graphcore[/E1], respectively."
557.0,"The scandal, together with the implosion of once high-flying [E1]Munich [/E1]payments group [E2]Wirecard [/E2]last July, has left Germany questioning its reputation as a bastion of financial probity.","The scandal, together with the implosion of once high-flying [GPE]Munich [/GPE]payments group [ORG]Wirecard [/ORG]last July, has left Germany questioning its reputation as a bastion of financial probity.",Munich ,Wirecard ,noRelation,"['GPE', 'ORG']",article_56_Charles_Smethurst’s_GPG.txt,3.0,"The scandal, together with the implosion of once high-flying [E1]Munich [/E1]payments group [E2]Wirecard [/E2]last July, has left Germany questioning its reputation as a bastion of financial probity.","“Data from the Office for [E1]National Statistics[/E1] finds that [E2]UK[/E2] R&D expenditure (public and private spending) was just under £30bn in 2018, while in the same year, the combined R&D expenditure of Amazon and Alphabet (on their own R&D activities) was £33bn,” it said."
558.0,"[E1]Kathleen Dineen[/E1] is only one of about 1,800 Irish investors and more than 20,000 internationally that committed savings into [E2]GPG[/E2].","[PERSON]Kathleen Dineen[/PERSON] is only one of about 1,800 Irish investors and more than 20,000 internationally that committed savings into [ORG]GPG[/ORG].",Kathleen Dineen,GPG,noRelation,"['PERSON', 'ORG']",article_56_Charles_Smethurst’s_GPG.txt,3.0,"[E1]Kathleen Dineen[/E1] is only one of about 1,800 Irish investors and more than 20,000 internationally that committed savings into [E2]GPG[/E2].","“Data from the Office for [E2]UK[/E2]  [E1]National Statistics[/E1] R&D expenditure (public and private spending) was just under £30bn in 2018, while in the same year, the combined R&D expenditure of Amazon and Alphabet (on their own R&D activities) was £33bn,” it said."
559.0,"""While there are good loan note investment opportunities out there, the fact that this area is unregulated gives people the opportunity to cut corners and not give all the information to clients,"" said [E1]Nick Charalambous[/E1], managing director of Cork-based financial advisory firm [E2]Alpha Wealth[/E2].","""While there are good loan note investment opportunities out there, the fact that this area is unregulated gives people the opportunity to cut corners and not give all the information to clients,"" said [PERSON]Nick Charalambous[/PERSON], managing director of Cork-based financial advisory firm [ORG]Alpha Wealth[/ORG].",Nick Charalambous,Alpha Wealth,employedBy,"['PERSON', 'ORG']",article_56_Charles_Smethurst’s_GPG.txt,2.0,"""While there are good loan note investment opportunities out there, the fact that this area is unregulated gives people the opportunity to cut corners and not give all the information to clients,"" said [E1]Nick Charalambous[/E1], managing director of Cork-based financial advisory firm [E2]Alpha Wealth[/E2].","“Data from the Office for National Statistics finds that [E2]UK[/E2] R&D expenditure (public and private spending) was just under £30bn in 2018, while in the same year, the combined R&D expenditure of [E1]Amazon[/E1] and Alphabet (on their own R&D activities) was £33bn,” it said."
560.0,"""While there are good loan note investment opportunities out there, the fact that this area is unregulated gives people the opportunity to cut corners and not give all the information to clients,"" said Nick Charalambous, managing director of [E1]Cork[/E1]-based financial advisory firm [E2]Alpha Wealth[/E2].","""While there are good loan note investment opportunities out there, the fact that this area is unregulated gives people the opportunity to cut corners and not give all the information to clients,"" said Nick Charalambous, managing director of [GPE]Cork[/GPE]-based financial advisory firm [ORG]Alpha Wealth[/ORG].",Cork,Alpha Wealth,locatedAt,"['GPE', 'ORG']",article_56_Charles_Smethurst’s_GPG.txt,1.0,"""While there are good loan note investment opportunities out there, the fact that this area is unregulated gives people the opportunity to cut corners and not give all the information to clients,"" said Nick Charalambous, managing director of [E1]Cork[/E1]-based financial advisory firm [E2]Alpha Wealth[/E2].","“Data from the Office for National Statistics finds that [E1]Amazon[/E1]located[E2]UK[/E2] and Alphabet (on their own R&D activities) was £33bn,” it said."
561.0,"But the [E1]Central Bank[/E1] really needs to step in.,” said [E2]Nick Charalambous[/E2]","But the [ORG]Central Bank[/ORG] really needs to step in.,” said [PERSON]Nick Charalambous[/PERSON]",Central Bank,Nick Charalambous,noRelation,"['ORG', 'PERSON']",article_56_Charles_Smethurst’s_GPG.txt,3.0,"But the [E1]Central Bank[/E1] really needs to step in.,” said [E2]Nick Charalambous[/E2].","“Data from the Office for National Statistics finds that [E2]UK[/E2] R&D expenditure (public and private spending) was just under £30bn in 2018, while in the same year, the combined R&D expenditure of Amazon and [E1]Alphabet[/E1] (on their own R&D activities) was £33bn,” it said."
562.0,"Acting on the advice of her financial broker, [E1]Dineen [/E1]says Dineen bought €127,000 of loan notes in February 2017 that were to be used by the then-named [E2]Dolphin Trust[/E2] to develop and renovate listed buildings in Germany, the High Court in Dublin heard this month as the septuagenarian sought to have an Irish special purpose vehicle linked to the German group put into liquidation.","Acting on the advice of her financial broker, [PERSON]Dineen [/PERSON]says Dineen bought €127,000 of loan notes in February 2017 that were to be used by the then-named [ORG]Dolphin Trust[/ORG] to develop and renovate listed buildings in Germany, the High Court in Dublin heard this month as the septuagenarian sought to have an Irish special purpose vehicle linked to the German group put into liquidation.",Dineen ,Dolphin Trust,noRelation,"['PERSON', 'ORG']",article_56_Charles_Smethurst’s_GPG.txt,3.0,"Acting on the advice of her financial broker, [E1]Dineen [/E1]says Dineen bought €127,000 of loan notes in February 2017 that were to be used by the then-named [E2]Dolphin Trust[/E2] to develop and renovate listed buildings in Germany, the High Court in Dublin heard this month as the septuagenarian sought to have an Irish special purpose vehicle linked to the German group put into liquidation.","“Data from the Office for National Statistics finds that [E1]Alphabet[/E1]located[E2]UK[/E2] (on their own R&D activities) was £33bn,” it said."
563.0,"Acting on the advice of her financial broker, [E1]Dineen [/E1]says Dineen bought €127,000 of loan notes in February 2017 that were to be used by the then-named Dolphin Trust to develop and renovate listed buildings in Germany, the [E2]High Court[/E2] in Dublin heard this month as the septuagenarian sought to have an Irish special purpose vehicle linked to the German group put into liquidation.","Acting on the advice of her financial broker, [PERSON]Dineen [/PERSON]says Dineen bought €127,000 of loan notes in February 2017 that were to be used by the then-named Dolphin Trust to develop and renovate listed buildings in Germany, the [ORG]High Court[/ORG] in Dublin heard this month as the septuagenarian sought to have an Irish special purpose vehicle linked to the German group put into liquidation.",Dineen ,High Court,noRelation,"['PERSON', 'ORG']",article_56_Charles_Smethurst’s_GPG.txt,3.0,"Acting on the advice of her financial broker, [E1]Dineen [/E1]says Dineen bought €127,000 of loan notes in February 2017 that were to be used by the then-named Dolphin Trust to develop and renovate listed buildings in Germany, the [E2]High Court[/E2] in Dublin heard this month as the septuagenarian sought to have an Irish special purpose vehicle linked to the German group put into liquidation.","[E2]Tech Nation[/E2] CEO [E1]Gerard Grech[/E1] said developing the UK’s deep-tech sector was especially critical, because much of the future economy will be built on new artificial intelligence (AI)-powered technologies that leverage machine learning for faster innovation."
564.0,"Acting on the advice of her financial broker, Dineen says [E1]Dineen [/E1]bought €127,000 of loan notes in February 2017 that were to be used by the then-named [E2]Dolphin Trust[/E2] to develop and renovate listed buildings in Germany, the High Court in Dublin heard this month as the septuagenarian sought to have an Irish special purpose vehicle linked to the German group put into liquidation.","Acting on the advice of her financial broker, Dineen says [PERSON]Dineen [/PERSON]bought €127,000 of loan notes in February 2017 that were to be used by the then-named [ORG]Dolphin Trust[/ORG] to develop and renovate listed buildings in Germany, the High Court in Dublin heard this month as the septuagenarian sought to have an Irish special purpose vehicle linked to the German group put into liquidation.",Dineen ,Dolphin Trust,noRelation,"['PERSON', 'ORG']",article_56_Charles_Smethurst’s_GPG.txt,3.0,"Acting on the advice of her financial broker, Dineen says [E1]Dineen [/E1]bought €127,000 of loan notes in February 2017 that were to be used by the then-named [E2]Dolphin Trust[/E2] to develop and renovate listed buildings in Germany, the High Court in Dublin heard this month as the septuagenarian sought to have an Irish special purpose vehicle linked to the German group put into liquidation.","[E1]Gerard Grech[/E1]manager[E2]Tech Nation[/E2] said developing the UK’s deep-tech sector was especially critical, because much of the future economy will be built on new artificial intelligence (AI)-powered technologies that leverage machine learning for faster innovation."
565.0,"Acting on the advice of her financial broker, Dineen says Dineen bought €127,000 of loan notes in February 2017 that were to be used by the then-named Dolphin Trust to develop and renovate listed buildings in [E2]Germany[/E2], the [E1]High Court[/E1] in Dublin heard this month as the septuagenarian sought to have an Irish special purpose vehicle linked to the German group put into liquidation.","Acting on the advice of her financial broker, Dineen says Dineen bought €127,000 of loan notes in February 2017 that were to be used by the then-named Dolphin Trust to develop and renovate listed buildings in [GPE]Germany[/GPE], th[ORG]e High Cou[/ORG]rt in Dublin heard this month as the septuagenarian sought to have an Irish special purpose vehicle linked to the German group put into liquidation.",High Court,Germany,noRelation,"['ORG', 'GPE']",article_56_Charles_Smethurst’s_GPG.txt,3.0,"Acting on the advice of her financial broker, Dineen says Dineen bought €127,000 of loan notes in February 2017 that were to be used by the then-named Dolphin Trust to develop and renovate listed buildings in [E2]Germany[/E2], the [E1]High Court[/E1] in Dublin heard this month as the septuagenarian sought to have an Irish special purpose vehicle linked to the German group put into liquidation.","managerOf[E1]Gerard Grech[/E1][E2]Tech Nation[/E2] said developing the UK’s deep-tech sector was especially critical, because much of the future economy will be built on new artificial intelligence (AI)-powered technologies that leverage machine learning for faster innovation."
566.0,"Acting on the advice of her financial broker, Dineen says Dineen bought €127,000 of loan notes in February 2017 that were to be used by the then-named [E1]Dolphin Trust[/E1] to develop and renovate listed buildings in Germany, the High Court in [E2]Dublin [/E2]heard this month as the septuagenarian sought to have an Irish special purpose vehicle linked to the German group put into liquidation.","Acting on the advice of her financial broker, Dineen says Dineen bought €127,000 of loan notes in February 2017 that were to be used by the then-named [ORG]Dolphin Trust[/ORG] to develop and renovate listed buildings in Germany, the High Court in [GPE]Dublin [/GPE]heard this month as the septuagenarian sought to have an Irish special purpose vehicle linked to the German group put into liquidation.",Dolphin Trust,Dublin ,noRelation,"['ORG', 'GPE']",article_56_Charles_Smethurst’s_GPG.txt,3.0,"Acting on the advice of her financial broker, Dineen says Dineen bought €127,000 of loan notes in February 2017 that were to be used by the then-named [E1]Dolphin Trust[/E1] to develop and renovate listed buildings in Germany, the High Court in [E2]Dublin [/E2]heard this month as the septuagenarian sought to have an Irish special purpose vehicle linked to the German group put into liquidation.","[E1]Tech Nation[/E1] CEO Gerard Grech said developing the [E2]UK[/E2]’s deep-tech sector was especially critical, because much of the future economy will be built on new artificial intelligence (AI)-powered technologies that leverage machine learning for faster innovation."
567.0,"All told, 1,828 Irish investors bought €150 million of loan notes issued by Dolphin Trust between 2012 and 2019, an investment administered - and, from mid-2018, distributed - in the market by [E1]Wealth Options Trustees Ltd[/E1] (WOTL), based in [E2]Naas[/E2], Co Kildare.","All told, 1,828 Irish investors bought €150 million of loan notes issued by Dolphin Trust between 2012 and 2019, an investment administered - and, from mid-2018, distributed - in the market by [ORG]Wealth Options Trustees Ltd[/ORG] (WOTL), based in [GPE]Naas[/GPE], Co Kildare.",Wealth Options Trustees Ltd,Naas,locatedAt,"['ORG', 'GPE']",article_56_Charles_Smethurst’s_GPG.txt,1.0,"All told, 1,828 Irish investors bought €150 million of loan notes issued by Dolphin Trust between 2012 and 2019, an investment administered - and, from mid-2018, distributed - in the market by [E1]Wealth Options Trustees Ltd[/E1] (WOTL), based in [E2]Naas[/E2], Co Kildare.","[E2]UK[/E2] located [E1]Tech Nation[/E1]’s deep-tech sector was especially critical, because much of the future economy will be built on new artificial intelligence (AI)-powered technologies that leverage machine learning for faster innovation."
568.0,"All told, 1,828 Irish investors bought €150 million of loan notes issued by Dolphin Trust between 2012 and 2019, an investment administered - and, from mid-2018, distributed - in the market by [E1]Wealth Options Trustees Ltd[/E1] (WOTL), based in Naas, [E2]Co Kildare[/E2].","All told, 1,828 Irish investors bought €150 million of loan notes issued by Dolphin Trust between 2012 and 2019, an investment administered - and, from mid-2018, distributed - in the market by [ORG]Wealth Options Trustees Ltd[/ORG] (WOTL), based in Naas, [GPE]Co Kildare[/GPE].",Wealth Options Trustees Ltd,Co Kildare,locatedAt,"['ORG', 'GPE']",article_56_Charles_Smethurst’s_GPG.txt,1.0,"All told, 1,828 Irish investors bought €150 million of loan notes issued by Dolphin Trust between 2012 and 2019, an investment administered - and, from mid-2018, distributed - in the market by [E1]Wealth Options Trustees Ltd[/E1] (WOTL), based in Naas, [E2]Co Kildare[/E2].","[E1]Russ Shaw[/E1], founder of [E2]Tech London Advocates[/E2] and Global Tech Advocates, welcomed the report’s findings, claiming that tech “is turning the tide on the country’s current economic predicament”."
569.0,"All told, 1,828 Irish investors bought €150 million of loan notes issued by Dolphin Trust between 2012 and 2019, an investment administered - and, from mid-2018, distributed - in the market by Wealth Options Trustees Ltd ([E1]WOTL[/E1]), based in [E2]Naas[/E2], Co Kildare.","All told, 1,828 Irish investors bought €150 million of loan notes issued by Dolphin Trust between 2012 and 2019, an investment administered - and, from mid-2018, distributed - in the market by Wealth Options Trustees Ltd ([ORG]WOTL[/ORG]), based in [GPE]Naas[/GPE], Co Kildare.",WOTL,Naas,locatedAt,"['ORG', 'GPE']",article_56_Charles_Smethurst’s_GPG.txt,1.0,"All told, 1,828 Irish investors bought €150 million of loan notes issued by Dolphin Trust between 2012 and 2019, an investment administered - and, from mid-2018, distributed - in the market by Wealth Options Trustees Ltd ([E1]WOTL[/E1]), based in [E2]Naas[/E2], Co Kildare.","[E2]Tech London Advocates[/E2] manager [E1]Russ Shaw[/E1] and Global Tech Advocates, welcomed the report’s findings, claiming that tech “is turning the tide on the country’s current economic predicament”."
